pathway	16S_FCS_Mmus_C57-6J_0.1Gy_10d-post-IR_Rep1_10dM1	16S_FCS_Mmus_C57-6J_0.1Gy_10d-post-IR_Rep10_10dM10	16S_FCS_Mmus_C57-6J_0.1Gy_10d-post-IR_Rep2_10dM2	16S_FCS_Mmus_C57-6J_0.1Gy_10d-post-IR_Rep3_10dM3	16S_FCS_Mmus_C57-6J_0.1Gy_10d-post-IR_Rep4_10dM4	16S_FCS_Mmus_C57-6J_0.1Gy_10d-post-IR_Rep5_10dM5	16S_FCS_Mmus_C57-6J_0.1Gy_10d-post-IR_Rep6_10dM6	16S_FCS_Mmus_C57-6J_0.1Gy_10d-post-IR_Rep7_10dM7	16S_FCS_Mmus_C57-6J_0.1Gy_10d-post-IR_Rep8_10dM8	16S_FCS_Mmus_C57-6J_0.1Gy_10d-post-IR_Rep9_10dM9	16S_FCS_Mmus_C57-6J_0.1Gy_30d-post-IR_Rep1_30dM1	16S_FCS_Mmus_C57-6J_0.1Gy_30d-post-IR_Rep10_30dM10	16S_FCS_Mmus_C57-6J_0.1Gy_30d-post-IR_Rep2_30dM2	16S_FCS_Mmus_C57-6J_0.1Gy_30d-post-IR_Rep3_30dM3	16S_FCS_Mmus_C57-6J_0.1Gy_30d-post-IR_Rep4_30dM4	16S_FCS_Mmus_C57-6J_0.1Gy_30d-post-IR_Rep5_30dM5	16S_FCS_Mmus_C57-6J_0.1Gy_30d-post-IR_Rep6_30dM6	16S_FCS_Mmus_C57-6J_0.1Gy_30d-post-IR_Rep7_30dM7	16S_FCS_Mmus_C57-6J_0.1Gy_30d-post-IR_Rep8_30dM8	16S_FCS_Mmus_C57-6J_0.1Gy_30d-post-IR_Rep9_30dM9	16S_FCS_Mmus_C57-6J_0.25Gy_10d-post-IR_Rep1_10dM11	16S_FCS_Mmus_C57-6J_0.25Gy_10d-post-IR_Rep10_10dM20	16S_FCS_Mmus_C57-6J_0.25Gy_10d-post-IR_Rep2_10dM12	16S_FCS_Mmus_C57-6J_0.25Gy_10d-post-IR_Rep3_10dM13	16S_FCS_Mmus_C57-6J_0.25Gy_10d-post-IR_Rep4_10dM14	16S_FCS_Mmus_C57-6J_0.25Gy_10d-post-IR_Rep5_10dM15	16S_FCS_Mmus_C57-6J_0.25Gy_10d-post-IR_Rep6_10dM16	16S_FCS_Mmus_C57-6J_0.25Gy_10d-post-IR_Rep7_10dM17	16S_FCS_Mmus_C57-6J_0.25Gy_10d-post-IR_Rep8_10dM18	16S_FCS_Mmus_C57-6J_0.25Gy_10d-post-IR_Rep9_10dM19	16S_FCS_Mmus_C57-6J_0.25Gy_30d-post-IR_Rep1_30dM11	16S_FCS_Mmus_C57-6J_0.25Gy_30d-post-IR_Rep10_30dM20	16S_FCS_Mmus_C57-6J_0.25Gy_30d-post-IR_Rep2_30dM12	16S_FCS_Mmus_C57-6J_0.25Gy_30d-post-IR_Rep3_30dM13	16S_FCS_Mmus_C57-6J_0.25Gy_30d-post-IR_Rep4_30dM14	16S_FCS_Mmus_C57-6J_0.25Gy_30d-post-IR_Rep5_30dM15	16S_FCS_Mmus_C57-6J_0.25Gy_30d-post-IR_Rep6_30dM16	16S_FCS_Mmus_C57-6J_0.25Gy_30d-post-IR_Rep7_30dM17	16S_FCS_Mmus_C57-6J_0.25Gy_30d-post-IR_Rep8_30dM18	16S_FCS_Mmus_C57-6J_0.25Gy_30d-post-IR_Rep9_30dM19	16S_FCS_Mmus_C57-6J_0Gy_10d-post-shamIR_Rep1_10dM31	16S_FCS_Mmus_C57-6J_0Gy_10d-post-shamIR_Rep10_10dM40	16S_FCS_Mmus_C57-6J_0Gy_10d-post-shamIR_Rep2_10dM32	16S_FCS_Mmus_C57-6J_0Gy_10d-post-shamIR_Rep3_10dM33	16S_FCS_Mmus_C57-6J_0Gy_10d-post-shamIR_Rep4_10dM34	16S_FCS_Mmus_C57-6J_0Gy_10d-post-shamIR_Rep5_10dM35	16S_FCS_Mmus_C57-6J_0Gy_10d-post-shamIR_Rep6_10dM36	16S_FCS_Mmus_C57-6J_0Gy_10d-post-shamIR_Rep7_10dM37	16S_FCS_Mmus_C57-6J_0Gy_10d-post-shamIR_Rep8_10dM38	16S_FCS_Mmus_C57-6J_0Gy_10d-post-shamIR_Rep9_10dM39	16S_FCS_Mmus_C57-6J_0Gy_30d-post-shamIR_Rep1_30dM31	16S_FCS_Mmus_C57-6J_0Gy_30d-post-shamIR_Rep10_30dM40	16S_FCS_Mmus_C57-6J_0Gy_30d-post-shamIR_Rep2_30dM32	16S_FCS_Mmus_C57-6J_0Gy_30d-post-shamIR_Rep3_30dM33	16S_FCS_Mmus_C57-6J_0Gy_30d-post-shamIR_Rep4_30dM34	16S_FCS_Mmus_C57-6J_0Gy_30d-post-shamIR_Rep5_30dM35	16S_FCS_Mmus_C57-6J_0Gy_30d-post-shamIR_Rep6_30dM36	16S_FCS_Mmus_C57-6J_0Gy_30d-post-shamIR_Rep7_30dM37	16S_FCS_Mmus_C57-6J_0Gy_30d-post-shamIR_Rep8_30dM38	16S_FCS_Mmus_C57-6J_0Gy_30d-post-shamIR_Rep9_30dM39	16S_FCS_Mmus_C57-6J_1Gy_10d-post-IR_Rep1_10dM21	16S_FCS_Mmus_C57-6J_1Gy_10d-post-IR_Rep10_10dM30	16S_FCS_Mmus_C57-6J_1Gy_10d-post-IR_Rep2_10dM22	16S_FCS_Mmus_C57-6J_1Gy_10d-post-IR_Rep3_10dM23	16S_FCS_Mmus_C57-6J_1Gy_10d-post-IR_Rep4_10dM24	16S_FCS_Mmus_C57-6J_1Gy_10d-post-IR_Rep5_10dM25	16S_FCS_Mmus_C57-6J_1Gy_10d-post-IR_Rep6_10dM26	16S_FCS_Mmus_C57-6J_1Gy_10d-post-IR_Rep7_10dM27	16S_FCS_Mmus_C57-6J_1Gy_10d-post-IR_Rep8_10dM28	16S_FCS_Mmus_C57-6J_1Gy_10d-post-IR_Rep9_10dM29	16S_FCS_Mmus_C57-6J_1Gy_30d-post-IR_Rep1_30dM21	16S_FCS_Mmus_C57-6J_1Gy_30d-post-IR_Rep10_30dM30	16S_FCS_Mmus_C57-6J_1Gy_30d-post-IR_Rep2_30dM22	16S_FCS_Mmus_C57-6J_1Gy_30d-post-IR_Rep3_30dM23	16S_FCS_Mmus_C57-6J_1Gy_30d-post-IR_Rep4_30dM24	16S_FCS_Mmus_C57-6J_1Gy_30d-post-IR_Rep5_30dM25	16S_FCS_Mmus_C57-6J_1Gy_30d-post-IR_Rep6_30dM26	16S_FCS_Mmus_C57-6J_1Gy_30d-post-IR_Rep7_30dM27	16S_FCS_Mmus_C57-6J_1Gy_30d-post-IR_Rep8_30dM28	16S_FCS_Mmus_C57-6J_1Gy_30d-post-IR_Rep9_30dM29
CITRULBIO-PWY	1566.1899649179945	153.313448522801	488.7722945903574	758.1093757311576	495.73637299084913	2082.4911676115016	1520.8995629955557	353.89945164033696	639.658228524219	2400.151646722673	64.93740829488422	776.4054017519113	1557.7866287301765	129.50426600222787	95.6459276224754	2627.807767216548	1090.0368083787985	650.7118927505663	2287.258333174262	521.540411275516	4790.496658242455	160.37693329722504	113.67936305381765	241.91293174140677	108.45581403648102	1405.1777290531065	2709.3106569951037	186.72548397398504	1153.193054179648	2280.0207306155917	118.4912353555478	857.7882089924709	3337.3672785257118	747.2026521396791	2298.850449098057	1388.6937986001858	125.4735233397097	1201.3961827954643	3409.2713184062163	1384.1176738118186	750.1497335611115	646.6292365270446	1591.7442406513774	356.9622936145794	114.33878046566171	138.03739772615708	23.72847904563729	515.318352714566	168.20150306814332	219.36195500293636	1273.5476923463846	1006.4534149085067	546.8515025734657	1568.5904256689319	158.12303483656373	212.7554858694999	61.40116421726638	142.82857365012967	116.2710383753726	213.655708085223	4650.706467698854	3572.5044915098297	4689.9039006195135	1579.1244343102196	357.89269513250093	412.08857560475934	1265.4006503296407	268.3281113400006	5242.075941457543	2591.779840635682	662.2277404674336	296.60083869374245	127.76335983879945	1441.725963878198	304.9605057389198	357.78418232325356	51.835468730639064	282.51878378638156	486.2404557966734	685.538264462836
COA-PWY	64740.447542906426	66196.25868765234	75731.08546021004	66961.10180059586	59981.358259385954	72247.02084072439	64101.06059078113	68071.04335551268	66057.47674017234	77914.90707625197	60919.850720315735	70820.67138512072	71184.50995070238	60872.53099607619	55892.87303707086	86292.19321140253	83329.64982736098	77224.04215896026	79437.55820409575	70340.48737425033	75670.3548614385	85775.9397874454	50282.382174579696	65463.81650975682	73942.319928968	74828.59524110619	63777.36770139565	104266.2392090139	72861.10039275578	70723.0237834528	51233.0740241242	55385.79770277944	80839.98430739557	75719.24319200002	78583.4045435669	48479.68052190207	83879.39765089427	70772.09546683895	84725.46103581713	74941.44883425016	67878.26192310246	57085.96632948393	73258.11370281636	65716.91647647042	61634.498635398166	70667.1851012086	53760.227967039784	89615.23582488537	69183.24578462567	78226.33852883567	160072.55906900935	53478.18113162901	87384.88610447629	79844.36510295753	78312.91707014438	75617.01018995632	72380.21215294392	61111.62591791575	70792.24927192902	64181.638654536844	68874.95883477454	62438.25309709467	75294.56234514042	65465.91702311554	40347.810806980706	80099.99617168754	94242.57044360825	59853.238539516235	54488.834754799514	65669.58672162065	99987.58762351806	61636.981116092815	92520.83088130149	71783.04622315228	80073.33873138764	84546.21479656406	7407.324949059593	97707.42773327016	70096.2194586549	87786.85245397025
COA-PWY-1	66503.67331962116	68598.53768965446	76866.51285347882	69217.32496331913	62238.68108425027	75864.94862834369	66606.02778788385	70680.03953548479	69748.74554817591	79921.41780394939	65207.626218751386	74377.52199908573	74283.84859558125	64202.41041760862	58952.20690908181	89576.40954201254	86154.73984991983	81892.25870853195	82146.18876946098	75032.54301326667	77669.25172729518	87452.20390647523	53110.30189134073	69698.61204614886	75494.1351386204	77778.081524895	65278.49863319828	104973.58910446127	75606.79946987405	72780.3812065158	55082.915736092014	57532.97921128592	83330.8578024901	77529.0667387845	80843.43115058578	53106.29912137177	86295.1672266928	73776.39704983732	86674.52116425276	77302.88912042617	70177.37488104604	60827.75858502477	75809.1335864138	67664.90074736577	64118.319337270834	73285.96747253246	55329.67525517708	92270.2922771726	72510.89919852433	80970.58323451426	162563.71474274338	56640.42964755702	89341.547723064	82033.6682504239	80511.26329274142	78592.54631089378	75160.36821877531	64143.41455346753	72181.32456443836	66780.44375768618	70090.18665616366	63582.59734349848	77445.19905932744	68546.41233509625	43783.6896652052	82820.06721070896	96682.34105242814	62885.07989812625	55312.58108919657	67431.63134820122	102107.2796140758	64419.672184358285	95056.32920732617	75556.48406751915	82343.85499646238	87077.47927928457	7612.805888375249	98626.05327573272	72717.21120082407	90216.77292952345
COBALSYN-PWY	28693.362092830394	25404.745470814796	27606.663663640575	32363.67541223795	31142.637156724726	30542.38210247965	30551.99557730707	23373.896607784416	38835.21028402128	25007.76583697002	53012.227077452546	40604.438355423015	44292.054325875026	46698.76811455608	45784.16535633971	42564.641291720174	30471.338463710214	43702.06727750045	38083.07937787148	45900.31509586881	30355.682919344636	22244.944408930318	28009.094855402273	42696.29636016809	19387.37975233739	29456.897667727666	29101.11350937352	10227.831021239886	35841.33496829836	28491.683980863174	40826.5587466572	37929.9416895578	33818.07757970273	27570.991928903415	38609.7645850483	51782.385898330016	30953.608485520614	46159.83268253556	35137.57003091159	34857.97599399014	26520.96671584617	28596.62535816803	26875.52174325813	19521.144368435005	27132.388904186268	29626.31223928678	12488.87846565759	18039.83026891642	20806.00604082725	26391.034417874496	32250.68909835566	35861.683625521684	32146.648343661927	34214.34482673066	25727.241197752715	32285.87950978502	15784.954552708137	20050.957031422266	10911.75999600275	24101.072719584055	17970.958947692387	25181.110608419447	27441.669337206644	21570.93885583504	26039.206404819037	19392.12572280228	19129.599078629202	22188.62885188868	22794.53442527788	38632.09507559914	26665.741461171798	36804.075644862256	28864.091810588634	39099.5727566568	18447.617206288644	27576.962985496084	2415.74	8861.72081830094	37178.92818249339	20628.771830413833
CODH-PWY	2796.6438937868065	2421.072481523416	2965.320020682986	2761.476988920706	3993.290538781515	1513.8966034699558	2011.3950062710262	2400.21082742238	2169.814108183399	2640.6128339404786	5697.218151583194	4844.797481280052	3859.673518762808	3972.279885104168	4976.899423482252	4281.5798206427	5162.279238297413	5401.729370886417	5908.284708165827	3393.478038569899	5923.083693569321	2641.289457177056	2776.2979787808954	4739.455862156978	1830.0853473978793	2797.50887614006	1146.5300270577793	1947.9859531066202	7138.819363956357	2455.144975220453	5523.70395239675	3913.9513499906498	6049.522047073869	1247.0154049338878	4305.34095443926	4444.7208649328795	5594.953827101844	4481.702826985192	3571.1607109950905	4342.53504824694	5440.520105334931	5444.333284589809	2727.297798976335	3628.1600467364015	6144.937396365834	6036.189097045172	5194.44850310389	5140.880479818516	4857.3086180522105	5418.830442505452	6177.3349467046555	8919.303779700871	3888.6669449516153	3900.768629645307	5139.791773819498	6756.004385083402	5514.618531571284	5834.283980095244	2653.2212748645093	5480.8107993387175	1327.8534701852707	2030.4862508347458	3460.5810517602117	4571.65425150021	2576.344309508906	1810.8349015679678	2393.542276984108	1988.4432011581782	1947.0840789807962	6248.248413879754	4607.911342664848	5261.246965454705	5506.246127060874	3770.740239160672	5918.564461938476	5212.946627978131	668.9062107816255	2379.6337653053893	5014.555624038599	3210.301849693731
COLANSYN-PWY	54151.58289209827	43645.60346912522	61659.43355231315	61459.68224247092	53656.12081355841	53861.20143820636	53275.03761094845	45020.784981802564	56637.734654891974	50276.679383379626	39229.94183242052	60515.95307994934	60128.46139617035	44886.49391677326	36417.51589079237	71239.34403058466	59614.04390200795	63820.00015188546	66949.51376237541	67188.76211171362	58205.75735678022	64159.48701937733	46623.74377067737	65052.6468216683	50871.92487956836	58095.078348347386	56707.46735635417	56019.52454639258	58193.10358886529	57194.77102050621	46592.00616038878	43328.9616850807	67776.51827239605	63479.93194869702	67965.93254117403	46542.5059269045	68192.81439551737	58106.61681960572	72288.94363063604	64740.467837850454	52599.17607585448	52546.65034123879	64019.32287992974	44679.28738812227	43571.47423211233	51119.19520898589	32104.576523865428	64961.19060978477	56140.176539693115	56981.21806027161	123501.81186140694	42051.70523607681	68503.30236906404	67305.32269679401	61706.05016056782	59911.77645194738	46006.56225089995	49964.15466274292	46516.170332497735	51529.77421528304	56114.4978123113	48629.22193309285	60553.1536876521	53018.752360669	42618.134336248906	61516.48523435247	76108.81420740545	47021.40975720531	44001.03475460073	45953.301760800925	86940.498012934	54002.118366410716	65662.63205017384	60879.38045963349	69540.55351952848	70105.41953762573	6082.112283734957	71694.0109217745	58695.290492983004	65568.39594118437
COMPLETE-ARO-PWY	75155.86250015086	74152.5700041904	78750.05852317908	77637.81768419556	71307.10265423679	87280.4206781693	81131.53438918361	79003.87366457343	89100.61799292573	84774.55881267024	91976.19296036578	89989.76674635819	90297.30481078856	83491.56150015998	78258.75564218887	102957.67859948274	96333.29553603535	101012.48769738185	92003.49204266183	97531.58339118086	82034.17088019117	82955.30788418445	66918.2169162793	93829.32396626461	72885.81966949416	89066.05563469215	69684.07808369416	77915.42206271092	85564.91023529488	78981.2873590597	80102.78106022289	71003.66533205827	86227.38019851671	79796.86521342304	87001.83888164892	85870.11638879789	92953.36758252169	90922.36060810789	92898.89540489801	86525.28707723123	79434.25600098017	84597.32267231855	80940.20269051022	72858.87337054928	75249.25870294767	86769.65753084219	57833.93440422938	92495.57757390416	88899.94533802819	90639.21375876117	154199.64830672398	72785.8012396736	93236.76463334015	89058.88113978891	84782.65815381768	88566.15820897368	75987.29320158088	76218.14725034195	65525.744983811244	76635.75203818856	65525.67082484307	70838.04175415044	83898.42519468491	79618.66275329613	63921.50099562012	82089.52600364266	90965.5024207555	71179.39531787613	58265.96925923744	80917.22616413905	103017.46559734084	79152.57700024839	97259.52834196533	96107.8302378079	82225.50081452842	89980.63036403143	7788.835631109368	74724.01242522376	85622.1461512028	92706.23532325511
CRNFORCAT-PWY	600.4861992961643	508.404161897316	145.91182052204357	195.96883394830058	267.98367016255384	872.2275194651527	504.3560732774149	1204.245762200208	967.3598817097006	536.3000364456615	1634.1863234900577	1542.737899024103	1243.7264617788596	843.880819167434	1407.3703310355097	1301.6068491115625	1217.6034364992115	1487.183030488654	4017.6713153232727	2724.3628228669972	2247.7959587395953	949.3628160088696	831.8260614730419	1149.044549527348	404.19344610221737	846.6262218740811	201.79388736655375	197.26467560677216	1141.197938293444	802.4943416535083	1160.835976300533	1314.044510565828	2155.2493107537257	879.1904450634556	1925.50028866807	1066.7209804624083	1168.6071909127922	1753.867507751262	847.7158229536889	1375.4807266889497	3352.769286184478	762.641660893596	2348.0832787344234	2754.3092662890376	4811.793024317391	3492.8784872983633	177.05464715336123	4057.5332708159285	820.1013548340837	4603.490791734742	1003.6910773327007	1744.3810601649893	1706.4650845533067	1871.1516363617231	1722.924663179271	4357.58915882708	8641.671220141421	2916.953105436958	687.8178497107167	1020.3549175099411	265.636183861316	921.0260308881055	2880.685580185461	305.7722583827603	426.744045073823	261.6147817479192	189.82774600526352	316.86124672038824	257.65727978522983	838.6403884604399	1604.701099262965	897.4867617385286	7115.776817623483	1819.7058363179706	568.203274858852	662.0873718545854	37.7280128397106	268.5052807183672	1065.539065239914	741.6828528781757
DAPLYSINESYN-PWY	37946.170218285806	55377.390466118275	43038.38970516508	43758.172818247156	43014.64700023929	54113.857437775005	53443.180180375864	52114.64718176275	52862.30380890979	52513.19215722045	60052.97321999246	59953.450334235415	56827.1965573521	50883.990789983356	47307.87142513651	67747.69864031706	65008.23100361433	68481.57660045651	60254.00771676269	64869.982513684125	56362.99213099762	63576.55440598945	48195.15378298956	62275.335192955434	50157.33580665466	65181.65137531848	30481.368512755056	55416.44203955665	62476.99144129731	53889.865159691515	52707.942180814905	44704.42145538623	56288.81587529215	44222.5263610669	53519.53631473391	53383.071079291236	66075.64954988903	58132.30406093376	57546.24367606447	55149.78040134639	57737.422013789634	58338.55943007054	57197.2150936719	58491.50344890855	56678.338404026836	63176.800974288904	42008.73479237698	56885.296087630115	58222.49234057474	56105.75807567493	90690.48597979321	51846.4942139454	57526.82358358027	56777.35158494293	54583.703811032356	62095.38772212338	68423.75026276092	55024.79380936189	48109.72049795445	49743.93007150584	40286.36642432831	47529.89481890471	59591.516929948615	59688.37107478598	38860.9926642568	67680.49282309624	70464.25608971131	59694.22360123348	43838.58290874652	52260.130909358595	62297.93268808757	43238.48550854115	66869.71802758126	61217.16790718903	49204.33511826092	52266.1866576305	4363.462399771978	40230.15518693122	55523.45703261618	52440.28226072536
DARABCATK12-PWY	26871.55380936388	27863.31516485888	21867.85507487133	29459.879135434923	28868.87566793234	37694.02285154076	30395.378379403362	29368.59618283193	35915.37287250618	29443.24761778826	17301.003088304675	30663.98610272256	25226.765994372876	19139.304559923625	14402.351414910803	37281.08627499305	32820.419249618884	35422.73270016197	36070.987052064454	36197.269536866435	31720.372746941484	28240.839906463436	25668.091516159875	29714.132077845294	24281.7867575693	29471.375827063315	27948.551389000288	16726.793825561155	27756.876063743377	29114.062525856592	18765.506064138193	21456.33364825042	30933.055955692307	29428.11813543223	33522.80658074196	21300.97671036994	31202.92051744961	26267.86984561135	31857.8701292356	32960.50782215829	29017.82975071476	23078.519935842236	21656.305776564204	27645.94874750678	27087.093868594337	33242.86292586624	21156.26475919622	35619.272958331276	28822.12406595119	31422.496382033067	54517.487461749464	24555.807932119067	36728.2851961303	30211.2031516753	35740.01292476874	34600.11347857258	27474.672452930685	32888.798778941855	23505.77386796843	34541.994614161486	20707.687107737424	23307.31978319225	26340.346764467908	23841.210410988497	18275.97243754998	25022.515690385975	27936.392375753883	17880.064965049434	17289.745553536042	27494.903669926338	38107.55592993193	31225.22687082148	38568.56769982364	35333.109632630825	32721.266790883274	37155.07313391661	3241.243239860223	21840.44638724385	29676.147749372183	35952.0828883175
DENITRIFICATION-PWY	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	10.538345864661654	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
DENOVOPURINE2-PWY	12674.127886192256	9826.34773719409	18310.206339633325	10852.488696618922	8216.102201964442	10598.079749017224	19006.451858923458	17798.182164355123	3952.291798570545	17906.745357613036	1844.3458928102043	13427.46832673767	13434.619268305869	2891.1256415983917	2620.6920756697405	18843.72350318587	26934.47743232029	10987.65771476748	4982.959367706485	1464.402547220334	13273.23204513191	18107.955261360476	5122.202566878937	5968.580847825045	14151.596276506056	24447.144272945854	5301.650784474789	24108.2636130471	15199.227318263222	26234.276478218606	2405.1005699388506	3202.406218916481	3538.3163101670975	16723.30044409535	2269.04377011993	4125.859009605147	9842.215492288384	4791.455629826231	11697.23539791515	12738.172195834673	24661.730831150177	17240.241469105204	19203.479600266488	23796.877398591027	14333.001751541606	18928.96284468238	11731.162885155536	21460.105433254674	24453.659042612082	15577.809688073583	26547.85427549344	5217.672990138621	17420.11402539658	16370.027904619137	12220.900004228452	7092.386721169146	17658.487537957535	10623.499227790817	18602.653620321526	9423.876134593078	13744.445567849694	16869.942662107034	27288.72738970287	22618.911751638418	5058.735335701668	31076.093498984537	26627.910305079688	27696.14895685695	15839.636447437193	11468.913962939476	15667.876445641234	6326.722832429766	9677.171946205077	9986.132471295154	6345.550453549838	12788.814840053159	708.5923059480019	12503.882559242518	2837.689679344111	13908.308870728379
DHGLUCONATE-PYR-CAT-PWY	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0955882352941178	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	41.35977337110482	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
DTDPRHAMSYN-PWY	70653.8102945836	67134.52922442683	79496.33787657422	70480.61352675217	63598.812039281234	75300.61063511622	65896.72619243785	75795.14998323706	72308.17096606623	85436.29293061495	75427.30188325058	79619.03887573682	81981.80911458736	69254.41368921616	68116.40799146226	88520.76402282229	93681.84488104541	85345.6204458302	80833.88188859369	77355.54417405569	76394.88848915178	86850.67778663107	64631.14611302098	86899.34015545815	79282.24598394182	80800.82338459717	69187.48588592421	107868.67686053787	79636.24090600098	73487.35060460366	66073.09416581545	62267.816660571414	84044.28427970484	81281.42411729721	78573.04854773583	70805.84578000437	90433.63833033857	76697.04925751674	85156.24611776495	77294.30326292357	74229.51749675888	75452.52554552277	76084.90317969152	66118.51850314256	64152.38486182718	79277.87390464329	61187.31206804327	106507.73167650626	87494.44834385993	94535.4319274422	168849.77813072206	59487.226176951124	90399.73098564573	82836.9838179785	80642.04075121768	82192.29509682229	82649.97361220469	72792.4901620159	74382.10312569152	74650.36066024406	69460.47959082642	63565.17849956742	79980.13227216221	75526.36074434423	53350.035025144025	86808.27073803353	98214.78076269348	67214.23162341259	52610.14491130605	74337.25332866024	104347.17145404148	74284.13389667709	99601.62164537677	79666.73395457614	89242.68106267737	93660.70395744462	7961.427502487405	105888.23619599295	75191.22556970402	97704.3503813052
ECASYN-PWY	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0712883474752415	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.8853710453644215	0.0	6.169313926286129	0.0	0.0	0.0	0.0	0.0	26.74936839666012	0.0	5.098541137701674	0.8142595658549399	0.0	0.0	0.0	3.213445930589831	0.0	0.0	0.0	2.3996846806390546	8.567722574108993	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	77.3805888183715	0.0	84.5421107712833	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
FAO-PWY	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.9902651405471365	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.494906931792638	0.0	11.267255783273525	0.0	0.0	0.0	0.0	0.0	40.7745697668616	0.0	9.36803802124352	1.5182607777721109	0.0	0.0	0.0	5.977459619443957	0.0	0.0	0.0	4.458855898959341	15.676270301694185	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	141.9974956960741	0.0	147.29981820754276	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
FERMENTATION-PWY	46688.05655210231	58683.07066029413	54391.374207033135	49462.76357394462	45322.157531672536	60136.78119563149	59342.792693342184	57724.95137673809	56895.20058441909	69206.94642051747	30612.092605723905	58641.30741940641	54351.52971203877	42555.048262679324	28123.815260877785	77224.56642445864	72025.24383731514	66793.36631224414	66390.80985587231	62165.2205775644	64769.080541258205	70099.41127194243	43629.85457074484	56014.06278348723	57258.64687270501	70428.91539616656	40803.27979775909	66404.93385323146	63551.37670450938	60170.32938107572	41129.35913914158	41446.528847915564	56983.50088961702	55192.228583257725	63560.99305614916	39490.099508692525	69315.91010651972	53883.77721779371	70425.86588637327	61310.45401231386	63426.31725263931	51657.99606592218	59425.64076668463	62337.45197715501	57724.73643350503	66711.51033255484	51106.134380509524	64213.706183559094	63526.41446121439	63582.438420608945	115920.66316765262	45143.80629271044	68356.46003571617	63350.74624876869	64670.77287727842	63537.640768976475	68287.99922057908	60654.24662094046	57623.13278939949	55763.04682227076	48942.09170222987	53443.26475039217	64592.85118241917	59574.159769192614	34942.30638970112	68009.41019055732	72029.8829510298	56853.39049313673	49915.79242769902	52068.33951951806	71704.58509839603	45604.84994029443	74260.42661812455	59082.254232287945	55704.77686853836	60969.88374061125	5238.531662526239	52561.51263657555	54048.01099269682	67198.52116137755
