pathway	16S_FCS_Mmus_C57-6J_0.1Gy_10d-post-IR_Rep1_10dM1	16S_FCS_Mmus_C57-6J_0.1Gy_10d-post-IR_Rep10_10dM10	16S_FCS_Mmus_C57-6J_0.1Gy_10d-post-IR_Rep2_10dM2	16S_FCS_Mmus_C57-6J_0.1Gy_10d-post-IR_Rep3_10dM3	16S_FCS_Mmus_C57-6J_0.1Gy_10d-post-IR_Rep4_10dM4	16S_FCS_Mmus_C57-6J_0.1Gy_10d-post-IR_Rep5_10dM5	16S_FCS_Mmus_C57-6J_0.1Gy_10d-post-IR_Rep6_10dM6	16S_FCS_Mmus_C57-6J_0.1Gy_10d-post-IR_Rep7_10dM7	16S_FCS_Mmus_C57-6J_0.1Gy_10d-post-IR_Rep8_10dM8	16S_FCS_Mmus_C57-6J_0.1Gy_10d-post-IR_Rep9_10dM9	16S_FCS_Mmus_C57-6J_0.1Gy_30d-post-IR_Rep1_30dM1	16S_FCS_Mmus_C57-6J_0.1Gy_30d-post-IR_Rep10_30dM10	16S_FCS_Mmus_C57-6J_0.1Gy_30d-post-IR_Rep2_30dM2	16S_FCS_Mmus_C57-6J_0.1Gy_30d-post-IR_Rep3_30dM3	16S_FCS_Mmus_C57-6J_0.1Gy_30d-post-IR_Rep4_30dM4	16S_FCS_Mmus_C57-6J_0.1Gy_30d-post-IR_Rep5_30dM5	16S_FCS_Mmus_C57-6J_0.1Gy_30d-post-IR_Rep6_30dM6	16S_FCS_Mmus_C57-6J_0.1Gy_30d-post-IR_Rep7_30dM7	16S_FCS_Mmus_C57-6J_0.1Gy_30d-post-IR_Rep8_30dM8	16S_FCS_Mmus_C57-6J_0.1Gy_30d-post-IR_Rep9_30dM9	16S_FCS_Mmus_C57-6J_0.25Gy_10d-post-IR_Rep1_10dM11	16S_FCS_Mmus_C57-6J_0.25Gy_10d-post-IR_Rep10_10dM20	16S_FCS_Mmus_C57-6J_0.25Gy_10d-post-IR_Rep2_10dM12	16S_FCS_Mmus_C57-6J_0.25Gy_10d-post-IR_Rep3_10dM13	16S_FCS_Mmus_C57-6J_0.25Gy_10d-post-IR_Rep4_10dM14	16S_FCS_Mmus_C57-6J_0.25Gy_10d-post-IR_Rep5_10dM15	16S_FCS_Mmus_C57-6J_0.25Gy_10d-post-IR_Rep6_10dM16	16S_FCS_Mmus_C57-6J_0.25Gy_10d-post-IR_Rep7_10dM17	16S_FCS_Mmus_C57-6J_0.25Gy_10d-post-IR_Rep8_10dM18	16S_FCS_Mmus_C57-6J_0.25Gy_10d-post-IR_Rep9_10dM19	16S_FCS_Mmus_C57-6J_0.25Gy_30d-post-IR_Rep1_30dM11	16S_FCS_Mmus_C57-6J_0.25Gy_30d-post-IR_Rep10_30dM20	16S_FCS_Mmus_C57-6J_0.25Gy_30d-post-IR_Rep2_30dM12	16S_FCS_Mmus_C57-6J_0.25Gy_30d-post-IR_Rep3_30dM13	16S_FCS_Mmus_C57-6J_0.25Gy_30d-post-IR_Rep4_30dM14	16S_FCS_Mmus_C57-6J_0.25Gy_30d-post-IR_Rep5_30dM15	16S_FCS_Mmus_C57-6J_0.25Gy_30d-post-IR_Rep6_30dM16	16S_FCS_Mmus_C57-6J_0.25Gy_30d-post-IR_Rep7_30dM17	16S_FCS_Mmus_C57-6J_0.25Gy_30d-post-IR_Rep8_30dM18	16S_FCS_Mmus_C57-6J_0.25Gy_30d-post-IR_Rep9_30dM19	16S_FCS_Mmus_C57-6J_0Gy_10d-post-shamIR_Rep1_10dM31	16S_FCS_Mmus_C57-6J_0Gy_10d-post-shamIR_Rep10_10dM40	16S_FCS_Mmus_C57-6J_0Gy_10d-post-shamIR_Rep2_10dM32	16S_FCS_Mmus_C57-6J_0Gy_10d-post-shamIR_Rep3_10dM33	16S_FCS_Mmus_C57-6J_0Gy_10d-post-shamIR_Rep4_10dM34	16S_FCS_Mmus_C57-6J_0Gy_10d-post-shamIR_Rep5_10dM35	16S_FCS_Mmus_C57-6J_0Gy_10d-post-shamIR_Rep6_10dM36	16S_FCS_Mmus_C57-6J_0Gy_10d-post-shamIR_Rep7_10dM37	16S_FCS_Mmus_C57-6J_0Gy_10d-post-shamIR_Rep8_10dM38	16S_FCS_Mmus_C57-6J_0Gy_10d-post-shamIR_Rep9_10dM39	16S_FCS_Mmus_C57-6J_0Gy_30d-post-shamIR_Rep1_30dM31	16S_FCS_Mmus_C57-6J_0Gy_30d-post-shamIR_Rep10_30dM40	16S_FCS_Mmus_C57-6J_0Gy_30d-post-shamIR_Rep2_30dM32	16S_FCS_Mmus_C57-6J_0Gy_30d-post-shamIR_Rep3_30dM33	16S_FCS_Mmus_C57-6J_0Gy_30d-post-shamIR_Rep4_30dM34	16S_FCS_Mmus_C57-6J_0Gy_30d-post-shamIR_Rep5_30dM35	16S_FCS_Mmus_C57-6J_0Gy_30d-post-shamIR_Rep6_30dM36	16S_FCS_Mmus_C57-6J_0Gy_30d-post-shamIR_Rep7_30dM37	16S_FCS_Mmus_C57-6J_0Gy_30d-post-shamIR_Rep8_30dM38	16S_FCS_Mmus_C57-6J_0Gy_30d-post-shamIR_Rep9_30dM39	16S_FCS_Mmus_C57-6J_1Gy_10d-post-IR_Rep1_10dM21	16S_FCS_Mmus_C57-6J_1Gy_10d-post-IR_Rep10_10dM30	16S_FCS_Mmus_C57-6J_1Gy_10d-post-IR_Rep2_10dM22	16S_FCS_Mmus_C57-6J_1Gy_10d-post-IR_Rep3_10dM23	16S_FCS_Mmus_C57-6J_1Gy_10d-post-IR_Rep4_10dM24	16S_FCS_Mmus_C57-6J_1Gy_10d-post-IR_Rep5_10dM25	16S_FCS_Mmus_C57-6J_1Gy_10d-post-IR_Rep6_10dM26	16S_FCS_Mmus_C57-6J_1Gy_10d-post-IR_Rep7_10dM27	16S_FCS_Mmus_C57-6J_1Gy_10d-post-IR_Rep8_10dM28	16S_FCS_Mmus_C57-6J_1Gy_10d-post-IR_Rep9_10dM29	16S_FCS_Mmus_C57-6J_1Gy_30d-post-IR_Rep1_30dM21	16S_FCS_Mmus_C57-6J_1Gy_30d-post-IR_Rep10_30dM30	16S_FCS_Mmus_C57-6J_1Gy_30d-post-IR_Rep2_30dM22	16S_FCS_Mmus_C57-6J_1Gy_30d-post-IR_Rep3_30dM23	16S_FCS_Mmus_C57-6J_1Gy_30d-post-IR_Rep4_30dM24	16S_FCS_Mmus_C57-6J_1Gy_30d-post-IR_Rep5_30dM25	16S_FCS_Mmus_C57-6J_1Gy_30d-post-IR_Rep6_30dM26	16S_FCS_Mmus_C57-6J_1Gy_30d-post-IR_Rep7_30dM27	16S_FCS_Mmus_C57-6J_1Gy_30d-post-IR_Rep8_30dM28	16S_FCS_Mmus_C57-6J_1Gy_30d-post-IR_Rep9_30dM29
PANTOSYN-PWY	54467.15369138211	51230.12920632282	65675.79457524115	54448.89108387282	45263.16969909423	59074.18562305193	43426.658634698215	55544.017344707776	51690.8037677017	66025.40518112258	32357.268353941556	51085.22103937675	44588.70745521376	34698.71776303926	31243.31645914983	67816.52340259659	68808.68343456836	58887.89192556612	64327.80516228555	49948.12660364932	63648.058074436674	71577.8789723232	37480.84173826877	46021.73283694938	61632.3517198201	55659.92159338407	51409.94188581412	97083.73351358961	51020.39065232812	54511.31492241785	32391.441288021048	39254.14183971209	70737.58636709185	62092.8427149238	66947.17569399138	28858.082544001165	67024.97031442089	49945.810641252436	72729.35731376533	59234.03953601554	52171.25908120238	39737.38132105097	57671.0251041046	48224.00281530282	46039.410065154174	52172.10495914602	44392.92008917891	80891.96583975603	53590.29767807222	67649.47777666792	139870.03770576918	37935.02981908314	68215.14209550028	58645.247682287925	63813.892755701825	56550.499840549695	58279.81813819008	48124.226459162644	60866.999222800834	49772.23871755778	60143.45046179262	49111.97629181792	60873.88839943979	47800.55181752268	30698.88410438404	62437.8016025198	77894.59657962064	40692.58882061576	42016.09971310736	50427.75715751802	85053.59520695094	43364.680428488755	78440.44197526542	52796.32334940447	70101.62235305247	70854.02207515377	6212.399443008567	91568.75127748806	50011.9228327986	76579.61661596657
PENTOSE-P-PWY	5511.0254864874205	14970.020230563263	12866.10291754512	7950.269621091108	5889.333161892132	5304.482053488765	9807.673223400452	11260.621703312756	3203.0310794701663	6858.19937945003	2495.4724683384925	8500.618069317534	12967.267494197378	2341.054119955968	2370.226770564206	9555.461842495128	12842.895481467496	13106.246657095597	7210.716948622353	9994.914998400403	10069.164786890266	23090.76908078246	12852.140751603854	11587.076815205553	13324.90972319461	25220.639309711907	2636.903277021199	20432.238273613937	20773.08130351323	18029.727819330656	6933.835377157425	4347.352293411142	6578.381832800461	10905.349627390393	9108.871940001858	11459.06792244347	12954.349860564722	4750.233824614559	10166.920812381433	10745.689089361282	18318.424954851682	12359.216440671793	20712.71179267515	25704.42670726614	20219.72653162639	15375.999550580547	16620.297126243644	13781.463836726787	20289.197916094952	15291.06175627317	20635.22429988064	2118.235189402259	15544.199213696198	16307.112911670423	11684.701092779036	18028.370565051944	35158.78950415388	21106.0896693438	19714.575791972973	12937.20760834059	11071.843397320254	15457.647625292573	18681.407898504574	24046.37602260475	4667.966607382315	31945.644892285138	28939.477290313334	29680.45511022511	17636.028188701806	11948.284087272325	11575.497510137902	4251.151592144254	14665.445021478317	5264.285976676161	5431.8098370808475	8060.336417339092	446.0664582681835	11906.093910984197	8380.058083582098	15121.533687955029
PEPTIDOGLYCANSYN-PWY	78803.79431463267	87100.87191969485	85795.39668321425	82894.12193814649	77280.83668737643	96660.68521983863	82752.3594971453	87225.8437978543	90325.28753457357	99461.1424305227	89050.63660429459	97297.45190368587	94394.86548664022	83287.36287303608	75712.90166162376	109768.70552011009	106505.70549769909	108062.41119151395	99568.19800176783	101314.8917776957	90995.47652966167	105907.499580185	72485.21001697794	98914.29677561045	92305.47861731355	99680.01241935385	78624.38961147451	122493.25488760677	94466.11869680445	88818.95296887826	80260.53485237983	69188.416404774	97161.3030986864	95077.85749249202	92733.44787928597	85990.3033926069	107919.73002217912	89747.38461789188	98746.0441648819	92347.96826180625	89328.40943759277	86597.88984178548	95206.2474650515	84236.89864548371	81185.8027748378	92466.2470351933	69705.02112317098	115581.52609313652	98115.84831285138	102880.84021086255	196158.32342271798	73906.4100781681	108288.36637541286	100988.65791647343	99996.92451720287	98917.70834439735	94741.03951924636	86760.80840255479	90347.96922754773	87010.92699328445	83071.32603004247	71939.53907347828	94769.06134480011	91214.89364410301	68530.52655554771	105781.27160677892	119020.61202463093	84279.2318401433	63360.02842851034	79665.54275544902	125347.5546058742	84115.18277541206	114580.99220345679	100087.12807617697	103032.50258168302	107833.46694485086	9412.902112152728	118791.62703116522	90291.08112532107	113208.0932128641
PHOSLIPSYN-PWY	70348.74139070969	75068.19694512262	80041.3894533348	73825.80601625895	71319.90057114062	81135.18640827046	79620.74188038034	73743.51399433777	83550.65053654363	79482.1551721799	94071.60491479408	85518.17031470075	91619.06818528235	83129.41313418718	79945.17252340741	98093.2859535257	87524.24311814767	95981.89809060359	85656.50175409291	93987.15006433534	79154.09405739857	91697.7029932354	62893.13219520782	89878.38647929812	76822.61483929519	91223.35980204058	64163.32648702261	91193.83432174318	86259.62969206957	76334.3339043889	77245.6858751684	69292.93904697799	82977.67384716938	76208.44688389455	84146.48343822184	84387.78880144471	89880.81124592946	88806.42445443319	89234.10421505608	80552.96013911524	76623.65365557697	83007.11711529377	84175.72365956298	74906.1503175625	75473.65980465779	82189.66165250842	61515.03782391299	89178.38093717083	88631.76742690869	86968.28593227673	151778.40029499397	72025.62143071581	88690.5705571153	85648.90539073866	79931.36685214736	85424.5488052146	86786.45827629515	77301.82022063633	74636.77907681395	73587.64496840107	69207.02587522475	70328.71594950261	81460.90860631685	82330.34117493972	60785.18607412683	93356.51104500868	102508.76216616799	76691.27064765616	61588.601210481334	78441.73693592144	99945.74767365407	74757.46899003042	94360.97297681986	89147.66721821386	80570.37226905917	86098.65903295911	7403.9710347965	82308.47769588581	85419.5921311743	95458.36274502969
POLYAMINSYN3-PWY	1147.9978015750999	4079.530770590494	513.0191721075888	746.7909287594808	510.36101879158105	1422.793166899917	1376.0725586644533	402.1465320075041	615.3658251467518	2102.5604649561255	1208.8703294356771	2066.896320446791	2020.8365237288826	536.9998307592975	926.8969410336548	1902.8361972436546	1302.5398704328695	850.3523551697018	1581.864202387937	551.740441210807	3995.6169299074754	6239.378866532474	301.9324650922062	575.9570291641066	2652.7739913787927	1842.9078633421611	1086.3758073673393	4614.546367415487	1701.6366580908193	2713.1701126583434	144.46338030445392	728.7399223697514	2401.6161398060995	2956.680756136466	2010.953199619782	1902.6615887855871	2587.7317315586793	1077.2521449431165	2896.894644129658	1399.1478723610044	3792.6345497635057	1164.0825646547949	3709.9105048606875	2259.8760080362877	1974.7356093936103	2510.6402801269905	1983.5605673361247	2687.32374398057	3496.459066088962	3360.8758548007586	5083.292786342253	818.0849987523092	3373.5929188168416	2316.0534445036305	2364.9035986206686	1903.4395160531358	2362.4587747036917	3444.222344489078	3081.883016168479	2494.8406674421794	3533.1544150658783	2815.3935922236547	4357.746365699562	3982.208961273415	1372.2925627652517	2100.4573078336166	1905.0019886333891	1982.934298318548	4612.835841476968	2767.4379711680667	1661.8853162600053	1098.383830933049	3354.090550529491	1072.5297105087668	656.1101581294331	1654.1472903161714	109.60450028261955	1876.511293293711	688.0991286200895	1785.4502698406538
POLYAMSYN-PWY	2688.1867483571095	6588.191051152709	4861.071405141892	3915.971024995315	3706.991230980789	3433.2282584999034	3208.7453818599884	4590.142434925369	1914.6541071967272	7054.965295144162	3770.159872423723	5099.596191344485	6019.893078815177	1711.7973136903634	3617.925834425107	4133.590253188834	4231.73342397334	5210.384120583579	4150.084113935567	4543.205812465271	6255.544660228608	7771.435959552692	3704.410169247826	4055.106138072592	5876.787886188497	6664.527992880262	2621.5622174826367	5798.813009284375	10893.77453571327	5289.597413179213	2150.6929679056107	1576.1684664363781	3709.15669088589	4402.531795258064	5144.281245128875	3409.667651415907	7592.034014248426	2287.8991238708277	5801.030978508389	5031.919964227217	7394.843160663792	4997.562737716045	7143.2651249844785	7069.003050575368	8666.04340890588	7098.1694532439715	7696.6489241821755	4942.043276682284	7855.286355768474	6660.764736449606	8389.442641834983	2324.3429984315217	5840.594471143968	7943.290714227957	5943.124030502263	7992.287959752861	11972.244376595743	8312.279315708454	7174.777688152311	5838.978927853023	4491.316886497954	5195.572756228375	7347.228832954452	6652.1982919829625	2161.618206407033	3871.495563867205	3504.556400122696	3532.1117465716125	7595.146703873444	6465.53603844163	5275.295612608497	4257.232971710465	7664.313318994384	3585.4467776984206	3786.2020590457514	4141.442341525267	342.2545962905582	3746.0453547479005	7942.987104863842	7087.533501465824
POLYISOPRENSYN-PWY	63835.91482135552	59261.29114927085	77407.98025931834	66902.93202048913	55689.5989055271	73963.78665643302	53512.18181341863	65402.227928687054	64304.49187182451	77750.08768938183	20643.259631185203	63444.577078825416	50340.98351678127	35097.96091709537	19235.46247410829	79910.19256168106	80851.89565483296	69936.06366262591	78150.10642670537	65132.26955751233	74481.80401997831	83238.68282535861	46840.77761701884	56736.125910136114	73650.98085330156	63305.32758720465	61460.033358685774	111386.79001469957	60699.55872030352	65116.65306603704	38079.81839184766	38023.186430692855	84657.0973429439	74152.19758898187	78808.92968208545	36122.34747659302	79955.36287973194	51441.56154522344	84839.71833182595	71325.86747236615	62852.59365050518	44603.49037084461	65508.21234237794	56299.83573742279	49089.58299083331	63015.7086972135	54011.936638566425	99579.38361508396	64006.3252626685	78303.94051753209	165318.34716300483	42439.697951988186	81236.39916236326	72585.3314496036	77048.48882070344	68441.76673162915	71002.21600258944	58092.47575923308	72265.16553530583	62101.95259767902	71236.57725038807	53263.32704057147	73183.34962695968	56744.0911787846	41094.3572389758	78294.26002684892	93414.49968831227	50601.03974420353	47128.33691680031	48495.93771000287	99249.25163136171	53649.33873635859	92736.65488951288	65341.286242225535	85427.53488392221	86805.73481533039	7446.295573975138	106541.73125052833	51849.32528668572	88190.39174084197
PPGPPMET-PWY	46019.412118831286	46998.12671647358	55186.54590270892	46446.299569855524	39484.76809334968	56221.15758383649	40105.92040959674	52223.692628619734	45845.385609586694	66265.99894192284	12632.777313118535	50949.80494890226	37871.485639814964	24857.78940885598	11909.523770390244	58089.52484535541	65212.622747997	55103.500927461646	56399.70151933966	46764.838027928505	52915.56822288833	70623.37476969637	37605.97958053095	45443.84032138814	64974.71707816637	49932.41561775787	47657.22572887871	109663.91586404362	45667.18810148525	53310.43353021908	28281.76887373033	24772.56874804129	64072.199351113486	62870.2035818497	51829.2419480047	25422.294836673493	64434.05106224604	33979.122094882354	60987.81070504398	52148.466891802855	51885.02599962989	36588.77012505756	53377.7280638895	45699.69492076962	39826.71298707051	52871.653015032534	43486.706943156954	92056.26059177396	53122.19535001252	63037.179284252794	150175.73896931153	28821.597802726596	65608.96219644426	56995.063505587146	64157.16795498104	54007.57826246266	56979.043393934306	46705.56589722566	64910.825888703825	48511.30531076852	59714.125073262956	34526.806139205255	56230.22379575598	47757.054536421056	33451.15045928302	66709.60467626405	80520.77854023068	43409.72810904741	31868.366327783144	34180.62535980056	87049.27035978729	42921.15033253735	76939.77959375603	51167.841599343265	75528.30093077633	73702.01420762703	6382.801901907319	105486.84558698432	39508.687067686435	73710.93965112613
PROTOCATECHUATE-ORTHO-CLEAVAGE-PWY	0.0	0.0	11.989927598785764	0.0	0.0	0.0	17.98620381821222	0.0	0.0	0.0	17.985671014441483	306.8890887585503	0.0	15.992146951429499	0.0	0.0	0.0	0.0	0.0	27.972950277486735	0.0	0.0	0.0	0.0	0.0	0.0	0.0	13.98969474759074	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	17.991471388314903	0.0	0.0	0.0	0.0	11.996160424201491	29.980771220701023	0.0	21.98902534090146	0.0	0.0	15.99396283543005	13.990029056643678	0.0	0.0	0.0	0.0	0.0	63.75290180193145	0.0	150.9077159586774	0.0	0.0	19.97915904395868	79.72318197601821	23.966897654671765	31.948126677803955	0.0	157.62811058394686	0.0	0.0	0.0	0.0	0.0	0.0	0.0	445.1421729887208	23.980725764575293
PWY-1042	104846.14896649706	111209.97006910853	110318.63080410744	110500.61033219907	104155.47892641372	125907.0784366205	114757.97134324678	111765.48016946328	125572.47829784366	125288.64301829955	136782.2763853981	132759.8156275792	134259.74467702626	123489.13190339922	116147.82960444991	146874.82869982385	137148.4847795788	147406.7356312639	133482.196440816	142775.92381009925	119864.71004119626	125734.72627186244	97986.72332683507	135352.06629452782	112944.43361729287	125622.87767701478	104083.8100008601	137262.72777181922	125049.01047942866	113578.8547580831	113541.65522212429	102949.39435735367	127680.5434219447	116791.29180781588	125685.31257942712	124708.0475029985	133734.5772481227	130222.20333627492	130581.84320190725	122630.63365945558	112227.43338283128	113617.44212251266	116991.38742127792	104294.86574457653	107488.67776675172	122289.56470163184	84892.81688849785	139246.5812130784	119537.97410412018	128804.13141145706	226914.20890447014	104708.86521484746	135470.95264902947	127924.10119854896	123489.7644961423	131157.5848962917	118445.00156913353	109828.16550354086	102663.54431622977	113096.56689926982	98223.68511609589	96698.30966691511	120566.56704432007	112561.77116858118	90478.54829570815	123276.12137411977	136888.57497113873	103605.5213876171	81898.56889569879	112011.94033517897	148236.03266637545	115835.29755702392	146574.0937100776	134791.59968457854	121669.26467754845	134150.57336124012	11452.331651986704	130325.67618086973	122849.44344422044	134110.54938599854
PWY-1269	37174.87870689476	32288.007677616217	51561.39640520784	38524.34986820988	29042.011091709635	41764.92262228168	26074.420051003668	36617.80087732313	31832.948705755138	47061.8826436172	8345.625858865864	33066.471505829984	24080.625090938927	15813.678219875741	7960.602807755979	43325.08865518457	46081.260654760714	35916.422485936266	45243.680282333255	33849.59436370467	43932.48375954729	50145.140055933785	24473.11900378217	27239.568145669426	46588.8688903747	30286.92997954017	38391.360760000905	81079.10411475581	29387.99915876948	35993.02906777155	15903.126983082933	17559.797192736685	55660.876069482634	46372.226068355565	48211.97710306712	14232.553557955662	45394.792533803964	23621.09888575549	51860.93801609343	38909.81521362842	33055.1219391762	18643.074449306023	35675.94184932017	29169.05836244633	24019.92348813778	32304.242703268323	28601.431118397515	66662.57096425736	29687.278877059318	44983.9322855646	109665.13971978085	19208.02327245871	48157.630993571904	40460.96651631613	45615.92778108854	37068.438988501206	39670.997052188264	28795.324796033987	45001.51532919059	33004.47873835616	46906.31522311208	27241.093671730254	42682.25185483286	27899.328342194567	18321.785097317745	43823.49200407976	58014.59866144843	23406.60072665694	24690.122959469583	21905.296799124706	63126.926961657715	26522.76230649876	58269.796945949165	33092.93279246191	55980.09812547219	54977.66651814609	4659.360588846103	79457.02982152274	23970.18441041761	51488.053688643675
PWY-1622	5684.308813797035	5426.054864676488	3584.105219801115	1814.5217901456588	2380.533014365325	8490.264282303975	6970.698661154831	9850.991689742852	8167.508517075553	4681.8133049147455	9380.908422425693	5462.388190181576	6797.097922178511	6599.031972766778	7772.963039037925	8522.843210563373	10147.196315605874	11808.866236518557	7010.483058994007	5514.134214574738	7278.862163488976	7350.954487530263	6196.969669896158	7304.938139342576	4693.326830733234	4556.169340074181	4798.787019104075	4726.124839128098	10700.805272212914	6855.981511960467	5596.248193028491	5396.913166228321	3132.578857219749	3676.2773373787545	5398.2363316869905	7525.17414925942	8982.952617188099	6599.749362476518	7532.698036122168	9261.204040129967	10479.401725115678	6884.275012284951	6022.324512898239	6562.412100684127	7754.6599852277695	9500.132369858438	7872.748469511433	8271.042066841266	10538.743073153642	9246.228162557492	13925.674369713006	7341.706972523709	10059.059276017944	11444.898506633997	7802.311671001974	8651.679274229444	9712.611123826813	8809.013857152508	6497.839738750248	6757.407032006016	4952.405805102474	1635.5543016877605	9432.305753182052	7232.067542157902	3745.464926203446	4226.275712191646	3058.8125628686485	4739.3835709397135	2539.43585712684	4380.27149308699	8260.86720764104	4108.037099196617	9840.997090601828	11422.54999948972	4042.481609690187	3811.257810694161	239.24863011971553	3218.010915267835	4663.166825981929	6596.287458493529
PWY-181	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7.996613286202931	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	14.054795938503787	0.0	45.86912838648828	0.0	0.0	0.0	0.0	0.0	197.6073123180954	0.0	37.93919132572957	6.074545634910602	0.0	0.0	0.0	23.941382932207155	0.0	0.0	0.0	17.89880742491158	63.759295855019865	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	520.8899993541171	0.0	601.8519604119996	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PWY-1861	5277.1079066844	2356.908270319506	6719.045934688343	3541.4854347726655	4169.188842530286	1735.1948837694108	14226.375718271698	4054.9382725906094	2457.411739132843	3841.7676728037973	6737.069468403616	6456.146100328777	3906.956954058289	4330.9674169049895	5331.396125168289	2879.2649733622043	9781.094918600993	2571.388139194444	3980.447805285755	1380.1704733200245	4460.183471613979	940.8824243314073	3164.633529267358	6048.089766956234	1303.7264275360492	7426.571462801673	3923.101498496493	1485.3184447106864	3870.6736768507126	1509.9947659817633	9022.308686924209	4177.456562275089	6931.347540567001	1916.3524848117888	3662.538553673125	2852.3658718609045	3605.1566658562833	4076.1949038019184	1755.0592607492572	2330.625102136399	10876.72710779509	14224.969334941456	2071.877535607251	15733.611130565656	8360.483308214609	10687.034112893096	10330.821720042986	1919.2600605321581	12548.955352628673	1636.141884172897	20029.362268462417	6651.447555174677	8180.754861254679	6263.539977720297	4946.61722091367	2328.7774530414704	4704.549215480268	1696.175552167403	1902.459179013346	1413.3872934536387	3771.3978014177146	20432.337552245295	8677.387168891977	11202.596545457787	2900.9775365509213	15738.510709820619	12467.823648777894	16738.077070307183	9975.2283323406	10651.670830320256	4302.78300574252	2521.6793025485176	2860.371153472434	2630.2050772246416	3470.6622636631564	4523.778012128905	442.3170408827492	4616.326280508212	3842.8896142382414	2259.4006739629735
PWY-241	3568.4119893784386	11007.969086655985	10171.689961941092	5876.976214455536	4048.4161381185418	3220.4017228490284	6449.84906980099	7042.979031867108	1192.7714228739605	5653.017415714462	1095.6054706798614	5430.122873482829	8355.4736397961	1006.9765526705354	1014.3218736061445	6042.193360632713	8689.319432277682	7512.368328013383	2135.819427375488	3976.0235613618424	6374.149109984641	18765.93426063077	4602.033375911927	3934.7548637453137	10672.326641821945	15944.335761654902	1792.9111950950992	17370.28608125539	13210.658813853988	13103.417740372442	1713.642369253797	974.6327649421291	3657.394337784603	7890.933651418081	5083.448661759025	2597.643627547564	8988.637027483563	1654.3187650260525	7511.296219340988	6171.412529279016	10824.166292896114	6738.168553197872	15079.817440342078	16211.578655047771	9334.5903199754	8106.915555257677	10641.982431537008	7209.788985455515	12471.03828565626	7073.149676590902	13014.664721467756	938.4173593897123	10363.102553851038	10767.293117844696	6640.645443633129	8990.628153508611	18836.089931034105	10428.022543063556	15284.00670448078	6895.0654114134095	9477.731166140418	10679.048873469523	11786.309764565589	15889.073647267178	2998.163214399084	25228.246278930972	24491.463148807998	19525.051547978543	13270.022010033053	7197.534284293789	8577.050174638314	2715.7252308986904	6517.272835252324	1563.7989650859477	3828.785426844159	5657.807998615644	303.88804063626543	9632.717142498592	5138.856664528553	10465.464833383181
PWY-2941	14320.378552967873	26470.43687494988	22008.33869728484	16316.580656706985	16191.900303678241	15790.637122226815	30297.503530065518	19654.57584075663	14021.628775216132	17567.51377723891	17177.576694301362	14942.506955701178	21485.065953426263	10499.297206575126	9765.602890185177	14336.48264646766	25574.1606500494	25069.89573624615	13655.859963794881	20899.87143810363	20585.23769002	38984.86466007806	12220.804303590108	14715.80582245864	20353.127585762893	35078.171996945566	6829.853247241528	32995.78050001647	28245.319207666947	21001.00941338218	8830.155437689496	7135.774227916366	14891.286003608391	16833.035312727337	16185.221912974992	16211.783205114662	20867.13395320158	11397.00335869098	16480.1383263407	15945.759968697033	32404.390908395842	33525.35048789065	29399.460203955554	43659.27442865414	31950.58757229655	32062.808815436223	30386.753684303832	16982.312900578872	34310.88746813589	20014.901422494677	54291.53635233882	13025.083309192229	29347.782220707333	27825.982140582255	21827.75360553575	25134.535380317804	44378.620354126535	24041.872785703556	26469.721701266557	17052.766295806876	21545.957086317732	41308.85909345884	29903.431052540076	38738.43594556238	12658.818705229636	54726.2445199214	50592.2551090535	48178.79870984132	30906.88952774805	28973.223307016877	15132.75195714859	11080.481704846245	24999.025127570854	13268.373344695952	11084.984468008264	19700.16853574121	1366.3087598290924	22599.474635353665	16287.78117483723	23394.050539861164
